Date,lon,lat,y_pred,y_pred_NN,ps_type,irrigation,time_measured,T2M,T2M_MAX,T2M_MIN,source
2026-07-01,3.8402,43.548,-0.7840896368026733,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,3.8684,43.5319,-0.26363767087459566,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,3.8684,43.5319,-0.7793644607067108,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,4.269,44.302,-0.258757421374321,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,4.269,44.302,-0.7855364799499511,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,4.798,44.175,-0.2407090187072754,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,4.798,44.175,-0.855665534734726,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,7.17,46.15,-0.1977193921804428,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,7.17,46.15,-0.4358848512172699,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,15.16565,41.5186,-0.5312614530324936,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,15.16565,41.5186,-0.9079787254333496,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,15.5415,48.394,-0.3069847494363785,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,15.5415,48.394,-0.5977665245532989,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-01,25.396526,36.471011,-0.6131184995174408,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-01,25.396526,36.471011,-1.150823438167572,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-121.12,38.29,-0.601531571149826,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-121.12,38.29,-1.1915743708610536,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-119.53,49.11,-0.31288823783397673,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-119.53,49.11,-0.6840523779392242,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-119.5,36.8,-0.7362814128398896,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-119.5,36.8,-1.2175196886062625,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-119.198353,35.097655,-0.7762210309505463,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-119.198353,35.097655,-1.4299140930175782,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-77.01,42.88,-0.15639936700463294,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-77.01,42.88,-0.5407846122980118,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-8.824167,41.951667,-0.23454921692609787,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-8.824167,41.951667,-0.5259210288524627,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-8.61935,38.6623,-0.47667172849178313,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-8.61935,38.6623,-1.082910180091858,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-8.117,42.3603,-0.2780820310115814,NA,0,0,NA,NA,NA,NA,2015-2025 mean
2026-07-02,-8.117,42.3603,-0.5471270114183426,NA,1,0,15,NA,NA,NA,2015-2025 mean
2026-07-02,-8.116474,42.362029,-0.2750805735588074,NA,0,0,NA,NA,NA,NA,2015-2025 mean
